draw_date,session,winning_number
2022-10-13,Evening,8476
2022-10-13,Night,2949
2022-10-14,Midday,8081
2022-10-14,Evening,7222
2022-10-14,Night,8666
2022-10-15,Midday,6853
2022-10-15,Evening,7751
2022-10-15,Night,5078
2022-10-16,Midday,4009
2022-10-16,Evening,0446
2022-10-16,Night,9770
2022-10-17,Midday,9738
2022-10-17,Evening,3189
2022-10-17,Night,0191
2022-10-18,Midday,5646
2022-10-18,Evening,5462
2022-10-18,Night,5861
2022-10-19,Midday,3620
2022-10-19,Evening,8592
2022-10-19,Night,1681
2022-10-20,Midday,0355
2022-10-20,Evening,6066
2022-10-20,Night,6416
2022-10-21,Midday,9091
2022-10-21,Evening,3835
2022-10-21,Night,9423
2022-10-22,Midday,0063
2022-10-22,Evening,0695
2022-10-22,Night,2995
2022-10-23,Midday,3611
2022-10-23,Evening,3843
2022-10-23,Night,6660
2022-10-24,Midday,2729
2022-10-24,Evening,0032
2022-10-24,Night,1186
2022-10-25,Midday,2816
2022-10-25,Evening,3250
2022-10-25,Night,8732
2022-10-26,Midday,4941
2022-10-26,Evening,9011
2022-10-26,Night,0078
2022-10-27,Midday,2592
2022-10-27,Evening,9291
2022-10-27,Night,9024
2022-10-28,Midday,6161
2022-10-28,Evening,5270
2022-10-28,Night,6895
2022-10-29,Midday,5902
2022-10-29,Evening,9182
2022-10-29,Night,8445
2022-10-30,Midday,1580
2022-10-30,Evening,1208
2022-10-30,Night,3729
2022-10-31,Midday,0938
2022-10-31,Evening,8923
2022-10-31,Night,9005
2022-11-01,Midday,9600
2022-11-01,Evening,1040
2022-11-01,Night,9345
2022-11-02,Midday,2022
2022-11-02,Evening,1988
2022-11-02,Night,7200
2022-11-03,Midday,1334
2022-11-03,Evening,0948
2022-11-03,Night,8866
2022-11-04,Midday,4298
2022-11-04,Evening,1457
2022-11-04,Night,2276
2022-11-05,Midday,2149
2022-11-05,Evening,5851
2022-11-05,Night,6260
2022-11-06,Midday,8404
2022-11-06,Evening,2327
2022-11-06,Night,8387
2022-11-07,Midday,2591
2022-11-07,Evening,5220
2022-11-07,Night,1860
2022-11-08,Midday,8030
2022-11-08,Evening,3301
2022-11-08,Night,8971
2022-11-09,Midday,3782
2022-11-09,Evening,0688
2022-11-09,Night,3823
2022-11-10,Midday,8330
2022-11-10,Evening,2287
2022-11-10,Night,6587
2022-11-11,Midday,4467
2022-11-11,Evening,2313
2022-11-11,Night,6941
2022-11-12,Midday,4538
2022-11-12,Evening,1333
2022-11-12,Night,3740
2022-11-13,Midday,1876
2022-11-13,Evening,4779
2022-11-13,Night,6564
2022-11-14,Midday,4454
2022-11-14,Evening,4755
2022-11-14,Night,0943
2022-11-15,Midday,5551
2022-11-15,Evening,7440
2022-11-15,Night,0042
2022-11-16,Midday,5540
2022-11-16,Evening,6216
2022-11-16,Night,4402
2022-11-17,Midday,0407
2022-11-17,Evening,4942
2022-11-17,Night,9226
2022-11-18,Midday,7566
2022-11-18,Evening,1667
2022-11-18,Night,0634
2022-11-19,Midday,4818
2022-11-19,Evening,9188
2022-11-19,Night,5342
2022-11-20,Midday,2833
2022-11-20,Evening,1908
2022-11-20,Night,8234
2022-11-21,Midday,2053
2022-11-21,Evening,4708
2022-11-21,Night,8618
2022-11-22,Midday,2552
2022-11-22,Evening,7058
2022-11-22,Night,3523
2022-11-23,Midday,9236
2022-11-23,Evening,0697
2022-11-23,Night,2330
2022-11-24,Midday,1047
2022-11-24,Evening,4623
2022-11-24,Night,4211
2022-11-25,Midday,5193
2022-11-25,Evening,1494
2022-11-25,Night,9859
2022-11-26,Midday,8612
2022-11-26,Evening,2924
2022-11-26,Night,5126
2022-11-27,Midday,8776
2022-11-27,Evening,7190
2022-11-27,Night,9484
2022-11-28,Midday,0079
2022-11-28,Evening,8216
2022-11-28,Night,5799
2022-11-29,Midday,8306
2022-11-29,Evening,0225
2022-11-29,Night,9352
2022-11-30,Midday,5008
2022-11-30,Evening,1912
2022-11-30,Night,4133
2022-12-01,Midday,4626
2022-12-01,Evening,9392
2022-12-01,Night,3534
2022-12-02,Midday,6553
2022-12-02,Evening,4020
2022-12-02,Night,9185
2022-12-03,Midday,1299
2022-12-03,Evening,5427
2022-12-03,Night,3690
2022-12-04,Midday,6970
2022-12-04,Evening,0459
2022-12-04,Night,1896
2022-12-05,Midday,9964
2022-12-05,Evening,5605
2022-12-05,Night,1063
2022-12-06,Midday,2114
2022-12-06,Evening,7339
2022-12-06,Night,6173
2022-12-07,Midday,3911
2022-12-07,Evening,9884
2022-12-07,Night,5718
2022-12-08,Midday,3674
2022-12-08,Evening,0505
2022-12-08,Night,8111
2022-12-09,Midday,0947
2022-12-09,Evening,5694
2022-12-09,Night,3956
2022-12-10,Midday,3528
2022-12-10,Evening,3646
2022-12-10,Night,3585
2022-12-11,Midday,8544
2022-12-11,Evening,4937
2022-12-11,Night,5386
2022-12-12,Midday,9247
2022-12-12,Evening,0550
2022-12-12,Night,1106
2022-12-13,Midday,7168
2022-12-13,Evening,8469
2022-12-13,Night,1869
2022-12-14,Midday,4212
2022-12-14,Evening,1227
2022-12-14,Night,6845
2022-12-15,Midday,8029
2022-12-15,Evening,8834
2022-12-15,Night,8622
2022-12-16,Midday,7683
2022-12-16,Evening,3004
2022-12-16,Night,7997
2022-12-17,Midday,0513
2022-12-17,Evening,6185
2022-12-17,Night,9869
2022-12-18,Midday,1858
2022-12-18,Evening,2909
2022-12-18,Night,1675
2022-12-19,Midday,4300
2022-12-19,Evening,2583
2022-12-19,Night,1207
2022-12-20,Midday,5948
2022-12-20,Evening,5095
2022-12-20,Night,9871
2022-12-21,Midday,2762
2022-12-21,Evening,6461
2022-12-21,Night,2685
2022-12-22,Midday,7972
2022-12-22,Evening,2400
2022-12-22,Night,9500
2022-12-23,Midday,7157
2022-12-23,Evening,4925
2022-12-23,Night,0735
2022-12-24,Midday,0950
2022-12-24,Evening,1673
2022-12-24,Night,2856
2022-12-25,Midday,4674
2022-12-25,Evening,4119
2022-12-25,Night,0347
2022-12-26,Midday,8907
2022-12-26,Evening,1738
2022-12-26,Night,8534
2022-12-27,Midday,2196
2022-12-27,Evening,6519
2022-12-27,Night,9942
2022-12-28,Midday,0283
2022-12-28,Evening,3526
2022-12-28,Night,1406
2022-12-29,Midday,9991
2022-12-29,Evening,9384
2022-12-29,Night,7302
2022-12-30,Midday,0378
2022-12-30,Evening,7069
2022-12-30,Night,9784
2022-12-31,Midday,0173
2022-12-31,Evening,1240
2022-12-31,Night,8914
2023-01-01,Midday,4106
2023-01-01,Evening,6141
2023-01-01,Night,2795
2023-01-02,Midday,6621
2023-01-02,Evening,1126
2023-01-02,Night,8301
2023-01-03,Midday,9090
2023-01-03,Evening,0781
2023-01-03,Night,0775
2023-01-04,Midday,3603
2023-01-04,Evening,5861
2023-01-04,Night,1407
2023-01-05,Midday,3840
2023-01-05,Evening,5474
2023-01-05,Night,7650
2023-01-06,Midday,3726
2023-01-06,Evening,0564
2023-01-06,Night,8615
2023-01-07,Midday,8168
2023-01-07,Evening,9131
2023-01-07,Night,6183
2023-01-08,Midday,5760
2023-01-08,Evening,6038
2023-01-08,Night,1637
2023-01-09,Midday,4946
2023-01-09,Evening,7533
2023-01-09,Night,2536
2023-01-10,Midday,2428
2023-01-10,Evening,7525
2023-01-10,Night,6466
2023-01-11,Midday,4298
2023-01-11,Evening,4953
2023-01-11,Night,2727
2023-01-12,Midday,0089
2023-01-12,Evening,1161
2023-01-12,Night,9568
2023-01-13,Midday,2991
2023-01-13,Evening,8798
2023-01-13,Night,5535
2023-01-14,Midday,3045
2023-01-14,Evening,9628
2023-01-14,Night,2291
2023-01-15,Midday,9179
2023-01-15,Evening,6134
2023-01-15,Night,6880
2023-01-16,Midday,7906
2023-01-16,Evening,4168
2023-01-16,Night,2313
2023-01-17,Midday,3162
2023-01-17,Evening,9261
2023-01-17,Night,5647
2023-01-18,Midday,6469
2023-01-18,Evening,8480
2023-01-18,Night,2426
2023-01-19,Midday,9039
2023-01-19,Evening,2207
2023-01-19,Night,2883
2023-01-20,Midday,7671
2023-01-20,Evening,3166
2023-01-20,Night,7908
2023-01-21,Midday,0927
2023-01-21,Evening,5428
2023-01-21,Night,4232
2023-01-22,Midday,5827
2023-01-22,Evening,4242
2023-01-22,Night,9324
2023-01-23,Midday,8819
2023-01-23,Evening,7430
2023-01-23,Night,9455
2023-01-24,Midday,4618
2023-01-24,Evening,8906
2023-01-24,Night,6599
2023-01-25,Midday,6905
2023-01-25,Evening,5242
2023-01-25,Night,4726
2023-01-26,Midday,5842
2023-01-26,Evening,0580
2023-01-26,Night,7965
2023-01-27,Midday,8301
2023-01-27,Evening,2675
2023-01-27,Night,3941
2023-01-28,Midday,4260
2023-01-28,Evening,6469
2023-01-28,Night,4724
2023-01-29,Midday,7493
2023-01-29,Evening,3038
2023-01-29,Night,0717
2023-01-30,Midday,6013
2023-01-30,Evening,0195
2023-01-30,Night,5330
2023-01-31,Midday,9022
2023-01-31,Evening,7286
2023-01-31,Night,3687
2023-02-01,Midday,6584
2023-02-01,Evening,4679
2023-02-01,Night,7227
2023-02-02,Midday,6095
2023-02-02,Evening,5603
2023-02-02,Night,0764
2023-02-03,Midday,2340
2023-02-03,Evening,6121
2023-02-03,Night,2157
2023-02-04,Midday,2039
2023-02-04,Evening,7909
2023-02-04,Night,0584
2023-02-05,Midday,8483
2023-02-05,Evening,2720
2023-02-05,Night,2837
2023-02-06,Midday,9159
2023-02-06,Evening,6401
2023-02-06,Night,3861
2023-02-07,Midday,2208
2023-02-07,Evening,6527
2023-02-07,Night,1323
2023-02-08,Midday,8168
2023-02-08,Evening,8648
2023-02-08,Night,1811
2023-02-09,Midday,9859
2023-02-09,Evening,2464
2023-02-09,Night,3445
2023-02-10,Midday,5353
2023-02-10,Evening,9542
2023-02-10,Night,0959
2023-02-11,Midday,0401
2023-02-11,Evening,1620
2023-02-11,Night,5187
2023-02-12,Midday,3352
2023-02-12,Evening,8855
2023-02-12,Night,2465
2023-02-13,Midday,9895
2023-02-13,Evening,8471
2023-02-13,Night,0725
2023-02-14,Midday,5006
2023-02-14,Evening,7789
2023-02-14,Night,5327
2023-02-15,Midday,0387
2023-02-15,Evening,3500
2023-02-15,Night,6370
2023-02-16,Midday,8143
2023-02-16,Evening,4105
2023-02-16,Night,1553
2023-02-17,Midday,2117
2023-02-17,Evening,7753
2023-02-17,Night,7561
2023-02-18,Midday,3318
2023-02-18,Evening,7726
2023-02-18,Night,5625
2023-02-19,Midday,0528
2023-02-19,Evening,6320
2023-02-19,Night,2348
2023-02-20,Midday,8241
2023-02-20,Evening,1955
2023-02-20,Night,2753
2023-02-21,Midday,3147
2023-02-21,Evening,1571
2023-02-21,Night,9199
2023-02-22,Midday,0122
2023-02-22,Evening,9283
2023-02-22,Night,7674
2023-02-23,Midday,6765
2023-02-23,Evening,9013
2023-02-23,Night,5136
2023-02-24,Midday,0956
2023-02-24,Evening,1992
2023-02-24,Night,3865
2023-02-25,Midday,7961
2023-02-25,Evening,1658
2023-02-25,Night,9364
2023-02-26,Midday,2386
2023-02-26,Evening,3465
2023-02-26,Night,0472
2023-02-27,Midday,1534
2023-02-27,Evening,0628
2023-02-27,Night,4981
2023-02-28,Midday,1600
2023-02-28,Evening,2769
2023-02-28,Night,8653
2023-03-01,Midday,5178
2023-03-01,Evening,7649
2023-03-01,Night,5487
2023-03-02,Midday,9959
2023-03-02,Evening,2401
2023-03-02,Night,1782
2023-03-03,Midday,2696
2023-03-03,Evening,0881
2023-03-03,Night,9322
2023-03-04,Midday,9677
2023-03-04,Evening,9936
2023-03-04,Night,1312
2023-03-05,Midday,7706
2023-03-05,Evening,4888
2023-03-05,Night,3656
2023-03-06,Midday,6471
2023-03-06,Evening,7403
2023-03-06,Night,3202
2023-03-07,Midday,6380
2023-03-07,Evening,8082
2023-03-07,Night,6927
2023-03-08,Midday,4157
2023-03-08,Evening,2399
2023-03-08,Night,2991
2023-03-09,Midday,2519
2023-03-09,Evening,0028
2023-03-09,Night,5747
2023-03-10,Midday,8873
2023-03-10,Evening,8355
2023-03-10,Night,7163
2023-03-11,Midday,5320
2023-03-11,Evening,2149
2023-03-11,Night,8503
2023-03-12,Midday,1663
2023-03-12,Evening,5123
2023-03-12,Night,7991
2023-03-13,Midday,2403
2023-03-13,Evening,6900
2023-03-13,Night,4235
2023-03-14,Midday,6726
2023-03-14,Evening,0974
2023-03-14,Night,2208
2023-03-15,Midday,7172
2023-03-15,Evening,3977
2023-03-15,Night,7782
2023-03-16,Midday,7134
2023-03-16,Evening,3021
2023-03-16,Night,2096
2023-03-17,Midday,4872
2023-03-17,Evening,8277
2023-03-17,Night,5457
2023-03-18,Midday,8793
2023-03-18,Evening,8273
2023-03-18,Night,8486
2023-03-19,Midday,1907
2023-03-19,Evening,6366
2023-03-19,Night,3965
2023-03-20,Midday,2226
2023-03-20,Evening,8083
2023-03-20,Night,9223
2023-03-21,Midday,3457
2023-03-21,Evening,2151
2023-03-21,Night,2572
2023-03-22,Midday,9081
2023-03-22,Evening,4623
2023-03-22,Night,7614
2023-03-23,Midday,2365
2023-03-23,Evening,1851
2023-03-23,Night,1050
2023-03-24,Midday,7929
2023-03-24,Evening,5093
2023-03-24,Night,7539
2023-03-25,Midday,9713
2023-03-25,Evening,7865
2023-03-25,Night,8484
2023-03-26,Midday,9855
2023-03-26,Evening,6415
2023-03-26,Night,8024
2023-03-27,Midday,4888
2023-03-27,Evening,6536
2023-03-27,Night,9511
2023-03-28,Midday,6505
2023-03-28,Evening,3818
2023-03-28,Night,4325
2023-03-29,Midday,3472
2023-03-29,Evening,9651
2023-03-29,Night,2138
2023-03-30,Midday,4800
2023-03-30,Evening,8050
2023-03-30,Night,7958
2023-03-31,Midday,8224
2023-03-31,Evening,1132
2023-03-31,Night,4095
2023-04-01,Midday,5810
2023-04-01,Evening,6483
2023-04-01,Night,6332
2023-04-02,Midday,8272
2023-04-02,Evening,5394
2023-04-02,Night,3152
2023-04-03,Midday,6649
2023-04-03,Evening,5632
2023-04-03,Night,2859
2023-04-04,Midday,1234
2023-04-04,Evening,8424
2023-04-04,Night,8288
2023-04-05,Midday,3481
2023-04-05,Evening,0562
2023-04-05,Night,3788
2023-04-06,Midday,1220
2023-04-06,Evening,6063
2023-04-06,Night,7687
2023-04-07,Midday,5631
2023-04-07,Evening,1577
2023-04-07,Night,1883
2023-04-08,Midday,1720
2023-04-08,Evening,8442
2023-04-08,Night,1463
2023-04-09,Midday,1603
2023-04-09,Evening,0979
2023-04-09,Night,2417
2023-04-10,Midday,8458
2023-04-10,Evening,9207
2023-04-10,Night,2538
2023-04-11,Midday,4384
2023-04-11,Evening,0006
2023-04-11,Night,0050
2023-04-12,Midday,8716
2023-04-12,Evening,0490
2023-04-12,Night,5687
2023-04-13,Midday,8248
2023-04-13,Evening,5416
2023-04-13,Night,3838
2023-04-14,Midday,7896
2023-04-14,Evening,8251
2023-04-14,Night,7171
2023-04-15,Midday,7376
2023-04-15,Evening,3115
2023-04-15,Night,2672
2023-04-16,Midday,8265
2023-04-16,Evening,6764
2023-04-16,Night,7284
2023-04-17,Midday,2143
2023-04-17,Evening,7047
2023-04-17,Night,5184
2023-04-18,Midday,5230
2023-04-18,Evening,9622
2023-04-18,Night,7257
2023-04-19,Midday,5695
2023-04-19,Evening,8201
2023-04-19,Night,1996
2023-04-20,Midday,8226
2023-04-20,Evening,4216
2023-04-20,Night,3648
2023-04-21,Midday,2344
2023-04-21,Evening,3085
2023-04-21,Night,0529
2023-04-22,Midday,4406
2023-04-22,Evening,4121
2023-04-22,Night,8170
2023-04-23,Midday,1965
2023-04-23,Evening,5777
2023-04-23,Night,7430
2023-04-24,Midday,6331
2023-04-24,Evening,3323
2023-04-24,Night,4597
2023-04-25,Midday,9982
2023-04-25,Evening,1368
2023-04-25,Night,0839
2023-04-26,Midday,4094
2023-04-26,Evening,1320
2023-04-26,Night,2950
2023-04-27,Midday,0759
2023-04-27,Evening,9919
2023-04-27,Night,7237
2023-04-28,Midday,3997
2023-04-28,Evening,2289
2023-04-28,Night,1262
2023-04-29,Midday,5494
2023-04-29,Evening,2598
2023-04-29,Night,3951
2023-04-30,Midday,7832
2023-04-30,Evening,4031
2023-04-30,Night,6662
2023-05-01,Midday,5151
2023-05-01,Evening,7621
2023-05-01,Night,9014
2023-05-02,Midday,5752
2023-05-02,Evening,1058
2023-05-02,Night,9523
2023-05-03,Midday,4518
2023-05-03,Evening,3189
2023-05-03,Night,9269
2023-05-04,Midday,5813
2023-05-04,Evening,6340
2023-05-04,Night,2460
2023-05-05,Midday,7927
2023-05-05,Evening,4244
2023-05-05,Night,4541
2023-05-06,Midday,0514
2023-05-06,Evening,5223
2023-05-06,Night,7093
2023-05-07,Midday,3311
2023-05-07,Evening,0237
2023-05-07,Night,0654
2023-05-08,Midday,1113
2023-05-08,Evening,9088
2023-05-08,Night,3054
2023-05-09,Midday,8827
2023-05-09,Evening,2589
2023-05-09,Night,3306
2023-05-10,Midday,2766
2023-05-10,Evening,7162
2023-05-10,Night,4418
2023-05-11,Midday,6574
2023-05-11,Evening,2988
2023-05-11,Night,0723
2023-05-12,Midday,8584
2023-05-12,Evening,3010
2023-05-12,Night,5040
2023-05-13,Midday,4123
2023-05-13,Evening,8318
2023-05-13,Night,3743
2023-05-14,Midday,7952
2023-05-14,Evening,8860
2023-05-14,Night,5423
2023-05-15,Midday,5590
2023-05-15,Evening,3634
2023-05-15,Night,9110
2023-05-16,Midday,3648
2023-05-16,Evening,0494
2023-05-16,Night,5991
2023-05-17,Midday,4663
2023-05-17,Evening,9996
2023-05-17,Night,2332
2023-05-18,Midday,1624
2023-05-18,Evening,4202
2023-05-18,Night,0563
2023-05-19,Midday,4134
2023-05-19,Evening,2743
2023-05-19,Night,3305
2023-05-20,Midday,0948
2023-05-20,Evening,7520
2023-05-20,Night,8705
2023-05-21,Midday,8609
2023-05-21,Evening,5579
2023-05-21,Night,6168
2023-05-22,Midday,9833
2023-05-22,Evening,4891
2023-05-22,Night,0259
2023-05-23,Midday,2034
2023-05-23,Evening,7329
2023-05-23,Night,1269
2023-05-24,Midday,8016
2023-05-24,Evening,7831
2023-05-24,Night,3204
2023-05-25,Midday,6256
2023-05-25,Evening,9801
2023-05-25,Night,0618
2023-05-26,Midday,6360
2023-05-26,Evening,9815
2023-05-26,Night,5382
2023-05-27,Midday,3936
2023-05-27,Evening,9852
2023-05-27,Night,5745
2023-05-28,Midday,8885
2023-05-28,Evening,7569
2023-05-28,Night,6757
2023-05-29,Midday,4256
2023-05-29,Evening,7496
2023-05-29,Night,4350
2023-05-30,Midday,8599
2023-05-30,Evening,0025
2023-05-30,Night,6680
2023-05-31,Midday,8203
2023-05-31,Evening,4862
2023-05-31,Night,0416
2023-06-01,Midday,0818
2023-06-01,Evening,6021
2023-06-01,Night,2342
2023-06-02,Midday,9397
2023-06-02,Evening,5318
2023-06-02,Night,2964
2023-06-03,Midday,3010
2023-06-03,Evening,9623
2023-06-03,Night,0932
2023-06-04,Midday,5478
2023-06-04,Evening,2175
2023-06-04,Night,0358
2023-06-05,Midday,7315
2023-06-05,Evening,2239
2023-06-05,Night,2059
2023-06-06,Midday,4935
2023-06-06,Evening,7909
2023-06-06,Night,1876
2023-06-07,Midday,9939
2023-06-07,Evening,6819
2023-06-07,Night,2916
2023-06-08,Midday,7437
2023-06-08,Evening,9093
2023-06-08,Night,5967
2023-06-09,Midday,6547
2023-06-09,Evening,6141
2023-06-09,Night,9980
2023-06-10,Midday,8009
2023-06-10,Evening,9562
2023-06-10,Night,3948
2023-06-11,Midday,3713
2023-06-11,Evening,5884
2023-06-11,Night,5634
2023-06-12,Midday,8547
2023-06-12,Evening,9441
2023-06-12,Night,9719
2023-06-13,Midday,1064
2023-06-13,Evening,3145
2023-06-13,Night,7586
2023-06-14,Midday,6747
2023-06-14,Evening,7766
2023-06-14,Night,6736
2023-06-15,Midday,5942
2023-06-15,Evening,8636
2023-06-15,Night,3997
2023-06-16,Midday,2725
2023-06-16,Evening,6373
2023-06-16,Night,1491
2023-06-17,Midday,0983
2023-06-17,Evening,0373
2023-06-17,Night,3624
2023-06-18,Midday,3223
2023-06-18,Evening,7224
2023-06-18,Night,0271
2023-06-19,Midday,9560
2023-06-19,Evening,5131
2023-06-19,Night,8098
2023-06-20,Midday,1525
2023-06-20,Evening,3604
2023-06-20,Night,3083
2023-06-21,Midday,4808
2023-06-21,Evening,0657
2023-06-21,Night,0354
2023-06-22,Midday,8629
2023-06-22,Evening,6140
2023-06-22,Night,5540
2023-06-23,Midday,1496
2023-06-23,Evening,8674
2023-06-23,Night,2333
2023-06-24,Midday,8919
2023-06-24,Evening,0358
2023-06-24,Night,8586
2023-06-25,Midday,1890
2023-06-25,Evening,8844
2023-06-25,Night,8987
2023-06-26,Midday,5919
2023-06-26,Evening,6039
2023-06-26,Night,9717
2023-06-27,Midday,4338
2023-06-27,Evening,4935
2023-06-27,Night,7389
2023-06-28,Midday,5302
2023-06-28,Evening,9647
2023-06-28,Night,3926
2023-06-29,Midday,8583
2023-06-29,Evening,8461
2023-06-29,Night,7742
2023-06-30,Midday,8842
2023-06-30,Evening,6832
2023-06-30,Night,2584
2023-07-01,Midday,2568
2023-07-01,Evening,8470
2023-07-01,Night,9692
2023-07-02,Midday,0394
2023-07-02,Evening,0150
2023-07-02,Night,4903
2023-07-03,Midday,5653
2023-07-03,Evening,1034
2023-07-03,Night,1104
2023-07-04,Midday,0532
2023-07-04,Evening,6934
2023-07-04,Night,1326
2023-07-05,Midday,6416
2023-07-05,Evening,6451
2023-07-05,Night,2098
2023-07-06,Midday,9913
2023-07-06,Evening,0373
2023-07-06,Night,8828
2023-07-07,Midday,7024
2023-07-07,Evening,8970
2023-07-07,Night,9167
2023-07-08,Midday,2273
2023-07-08,Evening,1330
2023-07-08,Night,5443
2023-07-09,Midday,8556
2023-07-09,Evening,4860
2023-07-09,Night,8760
2023-07-10,Midday,3421
2023-07-10,Evening,3401
2023-07-10,Night,5012
2023-07-11,Midday,0819
2023-07-11,Evening,1332
2023-07-11,Night,2368
2023-07-12,Midday,1677
2023-07-12,Evening,3875
2023-07-12,Night,9296
2023-07-13,Midday,5147
2023-07-13,Evening,9061
2023-07-13,Night,6037
2023-07-14,Midday,3879
2023-07-14,Evening,3246
2023-07-14,Night,8150
2023-07-15,Midday,6071
2023-07-15,Evening,9018
2023-07-15,Night,0053
2023-07-16,Midday,4356
2023-07-16,Evening,6138
2023-07-16,Night,9350
2023-07-17,Midday,0420
2023-07-17,Evening,3729
2023-07-17,Night,8789
2023-07-18,Midday,0836
2023-07-18,Evening,8045
2023-07-18,Night,0949
2023-07-19,Midday,7151
2023-07-19,Evening,2432
2023-07-19,Night,3437
2023-07-20,Midday,3618
2023-07-20,Evening,2890
2023-07-20,Night,2118
2023-07-21,Midday,0836
2023-07-21,Evening,2709
2023-07-21,Night,7696
2023-07-22,Midday,4842
2023-07-22,Evening,5234
2023-07-22,Night,3345
2023-07-23,Midday,9506
2023-07-23,Evening,4380
2023-07-23,Night,8479
2023-07-24,Midday,4341
2023-07-24,Evening,3487
2023-07-24,Night,6551
2023-07-25,Midday,4702
2023-07-25,Evening,1639
2023-07-25,Night,4665
2023-07-26,Midday,0972
2023-07-26,Evening,1265
2023-07-26,Night,3129
2023-07-27,Midday,7918
2023-07-27,Evening,8896
2023-07-27,Night,8170
2023-07-28,Midday,6639
2023-07-28,Evening,6280
2023-07-28,Night,7750
2023-07-29,Midday,6604
2023-07-29,Evening,9271
2023-07-29,Night,9847
2023-07-30,Midday,2831
2023-07-30,Evening,6744
2023-07-30,Night,1993
2023-07-31,Midday,8080
2023-07-31,Evening,3237
2023-07-31,Night,0567
2023-08-01,Midday,8437
2023-08-01,Evening,4947
2023-08-01,Night,9162
2023-08-02,Midday,1365
2023-08-02,Evening,2811
2023-08-02,Night,3391
2023-08-03,Midday,9933
2023-08-03,Evening,8010
2023-08-03,Night,2859
2023-08-04,Midday,5066
2023-08-04,Evening,9539
2023-08-04,Night,8041
2023-08-05,Midday,3995
2023-08-05,Evening,9181
2023-08-05,Night,0439
2023-08-06,Midday,7366
2023-08-06,Evening,0712
2023-08-06,Night,0281
2023-08-07,Midday,2458
2023-08-07,Evening,4636
2023-08-07,Night,1217
2023-08-08,Midday,4067
2023-08-08,Evening,5963
2023-08-08,Night,5697
2023-08-09,Midday,2602
2023-08-09,Evening,9859
2023-08-09,Night,3831
2023-08-10,Midday,5849
2023-08-10,Evening,9790
2023-08-10,Night,9360
2023-08-11,Midday,2704
2023-08-11,Evening,0454
2023-08-11,Night,3081
2023-08-12,Midday,7038
2023-08-12,Evening,1065
2023-08-12,Night,7877
2023-08-13,Midday,1213
2023-08-13,Evening,4118
2023-08-13,Night,1545
2023-08-14,Midday,0769
2023-08-14,Evening,7829
2023-08-14,Night,7434
2023-08-15,Midday,7295
2023-08-15,Evening,8904
2023-08-15,Night,2379
2023-08-16,Midday,1456
2023-08-16,Evening,2813
2023-08-16,Night,8264
2023-08-17,Midday,6031
2023-08-17,Evening,3899
2023-08-17,Night,7386
2023-08-18,Midday,8228
2023-08-18,Evening,2508
2023-08-18,Night,6058
2023-08-19,Midday,4798
2023-08-19,Evening,2224
2023-08-19,Night,9043
2023-08-20,Midday,1829
2023-08-20,Evening,3487
2023-08-20,Night,7818
2023-08-21,Midday,2577
2023-08-21,Evening,0445
2023-08-21,Night,2704
2023-08-22,Midday,7035
2023-08-22,Evening,3000
2023-08-22,Night,3117
2023-08-23,Midday,4091
2023-08-23,Evening,2570
2023-08-23,Night,6805
2023-08-24,Midday,3044
2023-08-24,Evening,5835
2023-08-24,Night,8553
2023-08-25,Midday,8988
2023-08-25,Evening,2630
2023-08-25,Night,1384
2023-08-26,Midday,4395
2023-08-26,Evening,5936
2023-08-26,Night,3416
2023-08-27,Midday,5349
2023-08-27,Evening,4396
2023-08-27,Night,9619
2023-08-28,Midday,4996
2023-08-28,Evening,3509
2023-08-28,Night,0456
2023-08-29,Midday,8754
2023-08-29,Evening,9116
2023-08-29,Night,1780
2023-08-30,Midday,3460
2023-08-30,Evening,8386
2023-08-30,Night,5230
2023-08-31,Midday,4679
2023-08-31,Evening,5080
2023-08-31,Night,3420
2023-09-01,Midday,2577
2023-09-01,Evening,2442
2023-09-01,Night,1618
2023-09-02,Midday,0085
2023-09-02,Evening,7899
2023-09-02,Night,1553
2023-09-03,Midday,2824
2023-09-03,Evening,7889
2023-09-03,Night,4490
2023-09-04,Midday,4275
2023-09-04,Evening,0696
2023-09-04,Night,8014
2023-09-05,Midday,1384
2023-09-05,Evening,3367
2023-09-05,Night,3504
2023-09-06,Midday,9160
2023-09-06,Evening,7935
2023-09-06,Night,0632
2023-09-07,Midday,1844
2023-09-07,Evening,3151
2023-09-07,Night,7516
2023-09-08,Midday,1947
2023-09-08,Evening,0965
2023-09-08,Night,0193
2023-09-09,Midday,3104
2023-09-09,Evening,3505
2023-09-09,Night,0696
2023-09-10,Midday,5365
2023-09-10,Evening,2925
2023-09-10,Night,6419
2023-09-11,Midday,2107
2023-09-11,Evening,9197
2023-09-11,Night,1075
2023-09-12,Midday,7232
2023-09-12,Evening,9903
2023-09-12,Night,7481
2023-09-13,Midday,3705
2023-09-13,Evening,8459
2023-09-13,Night,3518
2023-09-14,Midday,5167
2023-09-14,Evening,3266
2023-09-14,Night,7665
2023-09-15,Midday,2463
2023-09-15,Evening,3361
2023-09-15,Night,3357
2023-09-16,Midday,9223
2023-09-16,Evening,2209
2023-09-16,Night,1452
2023-09-17,Midday,2852
2023-09-17,Evening,1602
2023-09-17,Night,0649
2023-09-18,Midday,3471
2023-09-18,Evening,8686
2023-09-18,Night,1200
2023-09-19,Midday,4879
